지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),운형(운형약어),지면온도(°C)
108,서울,2013-01-01 23:00,-2.7,,4.4,290,87,4.4,-4.5,1008.2,,,10.8,10,StNs,-.9
108,서울,2013-01-02 00:00,-4.8,.3,2.2,340,83,3.6,-7.2,1009.7,,,10.9,10,ScAs,-.8
108,서울,2013-01-02 01:00,-6.5,,4.5,290,71,2.7,-10.8,1011.2,,,10.9,,,-.9
108,서울,2013-01-02 02:00,-7.8,,5,290,53,1.8,-15.7,1012.5,,,10.9,,,-1
108,서울,2013-01-02 03:00,-8.8,,6.4,270,31,1,-22.9,1013.8,,,10.9,2,Sc,-1.2
108,서울,2013-01-02 04:00,-10.1,,3.2,270,34,1,-23,1014.9,,,10.9,0,,-1.4
108,서울,2013-01-02 05:00,-10.8,,3,290,43,1.2,-20.9,1015.9,,,10.9,0,,-1.6
108,서울,2013-01-02 06:00,-11.9,,4.5,270,46,1.1,-21.2,1016.8,,,10.9,0,,-1.8
108,서울,2013-01-02 07:00,-12.7,,2.3,250,46,1.1,-21.9,1017.7,,,10.9,0,,-1.9
108,서울,2013-01-02 08:00,-13,,1.2,320,44,1,-22.7,1018.3,0,0,10.9,0,,-2.1
108,서울,2013-01-02 09:00,-12.7,,2.6,320,36,.8,-24.7,1019.1,1,.26,10.9,0,,-2.2
108,서울,2013-01-02 10:00,-11.8,,3.2,290,35,.9,-24.2,1020.3,1,.78,10.9,0,,-2.2
108,서울,2013-01-02 11:00,-11.8,,5.6,290,38,.9,-23.2,1021.1,1,1.23,10.8,0,,-2.1
108,서울,2013-01-02 12:00,-10.6,,4,320,34,.9,-23.4,1020.7,1,1.53,10.7,0,,-1.8
108,서울,2013-01-02 13:00,-10.7,,7.4,320,33,.9,-23.8,1020.4,1,1.65,10.5,0,,-1.6
108,서울,2013-01-02 14:00,-10.1,,4.3,290,35,1,-22.6,1020.9,1,1.6,10.4,1,Ci,-1.3
108,서울,2013-01-02 15:00,-9.5,,5.3,290,36,1.1,-21.8,1020.8,1,1.32,10.2,0,,-1.2
108,서울,2013-01-02 16:00,-9.8,,5,290,36,1,-22.1,1021.4,1,.87,10.1,0,,-1.3
108,서울,2013-01-02 17:00,-10.7,,5.1,290,38,1,-22.2,1022,1,.36,10.1,0,,-1.6
108,서울,2013-01-02 18:00,-11.5,,2.3,270,42,1.1,-21.8,1022.6,.1,.02,10.1,0,,-1.9
108,서울,2013-01-02 19:00,-12,,2.5,270,44,1.1,-21.8,1023.2,,,10.1,,,-2.2
108,서울,2013-01-02 20:00,-12.7,,1.8,340,48,1.1,-21.4,1023.7,,,10.1,,,-2.5
108,서울,2013-01-02 21:00,-13.2,,2.5,340,49,1.1,-21.6,1024.1,,,10.1,0,,-2.8
108,서울,2013-01-02 22:00,-13.8,,4.2,290,50,1.1,-22,1024.7,,,10.1,,,-3
108,서울,2013-01-02 23:00,-14.3,,4.6,290,50,1,-22.4,1025.1,,,10.1,,,-3.3
108,서울,2013-01-03 00:00,-15.1,,1.9,320,52,1,-22.7,1025.5,,,10.1,0,,-3.4
108,서울,2013-01-03 01:00,-15.6,,2.8,340,53,1,-23,1026.1,,,10.1,,,-3.7
108,서울,2013-01-03 02:00,-15.9,,1.8,360,53,.9,-23.3,1026.7,,,10.1,,,-3.8
108,서울,2013-01-03 03:00,-16,,1.5,360,50,.9,-24,1026.6,,,10.1,0,,-4
108,서울,2013-01-03 04:00,-16,,2.9,340,48,.8,-24.5,1026.7,,,10.1,0,,-4.2
108,서울,2013-01-03 05:00,-16.2,,2.4,340,46,.8,-25.1,1026.7,,,10.1,0,,-4.3
108,서울,2013-01-03 06:00,-16.3,,1.4,340,49,.8,-24.5,1026.6,,,10.1,0,,-4.5
108,서울,2013-01-03 07:00,-16.3,,2.8,270,46,.8,-25.2,1027,,,10.1,0,,-4.6
108,서울,2013-01-03 08:00,-16.1,,2.8,290,46,.8,-25,1027.2,0,0,10.1,0,,-4.7
108,서울,2013-01-03 09:00,-15.4,,2.5,270,42,.8,-25.4,1027.5,1,.27,10.1,0,,-4.6
108,서울,2013-01-03 10:00,-13.9,,3.9,270,37,.8,-25.4,1027.5,1,.81,10.1,0,,-4.3
108,서울,2013-01-03 11:00,-12.9,,3.8,290,33,.8,-25.8,1027.3,1,1.27,10,0,,-3.8
108,서울,2013-01-03 12:00,-11.8,,3.2,270,31,.8,-25.5,1026.8,1,1.58,9.9,0,,-3.3
108,서울,2013-01-03 13:00,-11,,3.6,290,32,.8,-24.5,1025.8,1,1.66,9.8,0,,-2.8
108,서울,2013-01-03 14:00,-10.3,,3.6,290,33,.9,-23.5,1025.1,1,1.6,9.6,0,,-2.5
108,서울,2013-01-03 15:00,-9.7,,3.5,320,32,.9,-23.3,1024.9,1,1.32,9.4,0,,-2.3
108,서울,2013-01-03 16:00,-9.8,,3.5,320,35,1,-22.4,1024.9,1,.88,9.2,0,,-2.3
108,서울,2013-01-03 17:00,-9.9,,1.6,290,38,1.1,-21.5,1025.1,1,.38,9.2,0,,-2.5
108,서울,2013-01-03 18:00,-10.7,,2.9,320,42,1.1,-21.1,1025.3,.1,.01,9.2,0,,-2.8
108,서울,2013-01-03 19:00,-11.3,,3.8,290,42,1.1,-21.6,1025.4,,,9.2,,,-3.2
108,서울,2013-01-03 20:00,-11.9,,3.3,320,44,1.1,-21.7,1025.4,,,9.2,,,-3.5
108,서울,2013-01-03 21:00,-12.5,,2.3,340,46,1.1,-21.7,1025.4,,,9.2,0,,-3.7
108,서울,2013-01-03 22:00,-12.9,,3.6,320,47,1.1,-21.8,1025.4,,,9.2,,,-4
108,서울,2013-01-03 23:00,-13.2,,3,340,46,1,-22.4,1025.2,,,9.2,,,-4.1
108,서울,2013-01-04 00:00,-13.6,,1,340,50,1.1,-21.8,1025.1,,,9.2,0,,-4.3
108,서울,2013-01-04 01:00,-13.6,,1,340,46,1,-22.7,1024.7,,,9.2,,,-4.4
108,서울,2013-01-04 02:00,-13.8,,1.1,270,47,1,-22.7,1024.6,,,9.2,,,-4.6
108,서울,2013-01-04 03:00,-14.1,,1.8,270,49,1,-22.5,1025.2,,,9.2,0,,-4.7
108,서울,2013-01-04 04:00,-14.2,,1.5,270,50,1,-22.3,1024.8,,,9.2,0,,-4.8
108,서울,2013-01-04 05:00,-14.3,,.5,340,55,1.1,-21.3,1024.5,,,9.2,0,,-4.9
108,서울,2013-01-04 06:00,-14.5,,.6,340,56,1.1,-21.3,1024.3,,,9.2,0,,-5
108,서울,2013-01-04 07:00,-14.7,,2,20,59,1.2,-20.9,1023.8,,,9.2,0,,-5.2
108,서울,2013-01-04 08:00,-14.8,,2.8,20,58,1.1,-21.2,1023.5,0,0,9.2,0,,-5.3
108,서울,2013-01-04 09:00,-13.8,,2.6,20,54,1.1,-21.1,1023.3,1,.26,9.2,0,,-5.1
108,서울,2013-01-04 10:00,-11.8,,1.7,20,45,1.1,-21.3,1023.5,1,.76,9.2,0,,-4.7
108,서울,2013-01-04 11:00,-9.4,,.6,200,32,1,-23,1022.9,1,1.21,9.2,0,,-4.1
108,서울,2013-01-04 12:00,-7.6,,1.4,250,28,1,-23,1021.6,1,1.52,9,0,,-3.3
108,서울,2013-01-04 13:00,-6.4,,2.6,200,34,1.3,-19.7,1020.5,1,1.63,8.6,0,,-2.6
108,서울,2013-01-04 14:00,-6.3,,2.5,270,29,1.1,-21.4,1019.7,1,1.58,8.3,0,,-2
108,서울,2013-01-04 15:00,-6.5,,4.1,230,33,1.2,-20.1,1019.5,1,1.3,7.9,0,,-1.9
108,서울,2013-01-04 16:00,-6.7,,3.1,270,31,1.1,-21,1019.4,1,.87,7.6,0,,-1.8
108,서울,2013-01-04 17:00,-7.7,,3.6,290,33,1.1,-21.2,1019.6,1,.39,7.5,0,,-2
108,서울,2013-01-04 18:00,-8.8,,3.3,270,34,1.1,-21.8,1019.1,.2,.02,7.5,0,,-2.4
108,서울,2013-01-04 19:00,-9.3,,2.2,270,37,1.1,-21.3,1019,,,7.5,,,-2.8
108,서울,2013-01-04 20:00,-9.5,,1.7,320,41,1.2,-20.3,1018.9,,,7.5,,,-3.1
108,서울,2013-01-04 21:00,-9.8,,1.3,290,47,1.4,-19,1018.6,,,7.5,0,,-3.4
108,서울,2013-01-04 22:00,-10,,.6,290,49,1.4,-18.7,1018.6,,,7.5,,,-3.7
108,서울,2013-01-04 23:00,-10.5,,1.2,290,55,1.5,-17.8,1018.1,,,7.5,,,-4
108,서울,2013-01-05 00:00,-10.5,,1.4,290,53,1.5,-18.2,1018.2,,,7.5,0,,-4.2
108,서울,2013-01-05 01:00,-10.9,,.9,270,53,1.4,-18.6,1017.8,,,7.5,,,-4.3
108,서울,2013-01-05 02:00,-10.9,,.6,20,54,1.4,-18.4,1017.9,,,7.5,,,-4.5
108,서울,2013-01-05 03:00,-11.4,,2.7,50,62,1.6,-17.2,1017.5,,,7.5,3,Ci,-4.6
108,서울,2013-01-05 04:00,-11.9,,2.5,20,62,1.5,-17.7,1017.2,,,7.5,0,,-4.6
108,서울,2013-01-05 05:00,-12,,3.5,50,60,1.5,-18.2,1016.7,,,7.5,0,,-4.7
108,서울,2013-01-05 06:00,-11.8,,2.5,70,56,1.4,-18.8,1016.3,,,7.5,0,,-4.7
108,서울,2013-01-05 07:00,-11.7,,2.7,70,61,1.5,-17.7,1016.1,,,7.5,0,,-4.8
108,서울,2013-01-05 08:00,-12.1,,2.1,50,63,1.5,-17.7,1016.2,0,0,7.5,3,Sc,-4.8
108,서울,2013-01-05 09:00,-11,,2.7,50,57,1.5,-17.8,1016.6,.3,.16,7.5,4,Sc,-4.6
108,서울,2013-01-05 10:00,-8.7,,2.1,70,49,1.6,-17.5,1016.7,1,.69,7.5,6,ScCi,-4.2
108,서울,2013-01-05 11:00,-6.8,,2.3,50,48,1.8,-16,1016.4,1,1,7.5,6,ScCi,-3.4
108,서울,2013-01-05 12:00,-5.4,,2.1,20,45,1.8,-15.4,1015.2,1,1.35,7.5,0,,-2.7
108,서울,2013-01-05 13:00,-3,,.9,250,43,2.1,-13.8,1014.2,1,1.51,7.4,0,,-1.9
108,서울,2013-01-05 14:00,-1.3,,2.3,230,46,2.6,-11.4,1013.3,1,1.42,7.3,3,Sc,-1.4
108,서울,2013-01-05 15:00,-1.8,,3.9,270,53,2.8,-10.1,1013.2,1,1.08,7.3,3,Sc,-1.2
108,서울,2013-01-05 16:00,-2.3,,3,270,57,3,-9.6,1013.7,1,.68,7.3,6,Sc,-1.2
108,서울,2013-01-05 17:00,-3,,2.9,290,63,3.1,-9,1014.3,.2,.19,7.3,7,Sc,-1.3
108,서울,2013-01-05 18:00,-3.4,,2.4,270,63,3,-9.4,1014.9,0,.01,7.3,5,Sc,-1.5
108,서울,2013-01-05 19:00,-4,,1.8,320,66,3,-9.4,1015.1,,,7.3,,,-1.8
108,서울,2013-01-05 20:00,-4.5,,1.4,320,69,3,-9.3,1015.7,,,7.3,,,-2
108,서울,2013-01-05 21:00,-4.8,,2.1,320,72,3.1,-9,1015.8,,,7.3,3,Sc,-2.2
108,서울,2013-01-05 22:00,-5.1,,2.5,340,66,2.8,-10.4,1015.2,,,7.3,,,-2.4
108,서울,2013-01-05 23:00,-5.6,,1.1,290,70,2.8,-10.2,1014.9,,,7.3,,,-2.6
108,서울,2013-01-06 00:00,-6.1,,1.7,50,67,2.6,-11.2,1014,,,7.3,0,,-2.8
108,서울,2013-01-06 01:00,-6.6,,.4,0,74,2.8,-10.4,1014.5,,,7.3,,,-3
108,서울,2013-01-06 02:00,-7.4,,1.3,270,76,2.7,-10.9,1014.8,,,7.3,,,-3.2
108,서울,2013-01-06 03:00,-8,,2,270,77,2.6,-11.3,1015.3,,,7.3,0,,-3.4
108,서울,2013-01-06 04:00,-8.3,,.9,270,78,2.6,-11.4,1015.3,,,7.3,0,,-3.5
108,서울,2013-01-06 05:00,-8.6,,1.3,320,81,2.6,-11.2,1015.6,,,7.3,0,,-3.6
108,서울,2013-01-06 06:00,-8.9,,2.5,270,79,2.5,-11.8,1016.2,,,7.3,0,,-3.8
108,서울,2013-01-06 07:00,-9.2,,.5,20,80,2.4,-12,1016.4,,,7.3,0,,-3.9
108,서울,2013-01-06 08:00,-9.4,,1.6,50,82,2.5,-11.9,1015.9,0,0,7.3,6,Ci,-4.1
108,서울,2013-01-06 09:00,-8.8,,2,50,77,2.4,-12.1,1016,0,.15,7.3,2,Ci,-4
108,서울,2013-01-06 10:00,-7.1,,1.3,50,67,2.4,-12.1,1016,1,.55,7.3,4,Ci,-3.9
108,서울,2013-01-06 11:00,-5.9,,1.7,50,61,2.4,-12.2,1015.8,1,.97,7.3,5,Ci,-3.3
108,서울,2013-01-06 12:00,-4.4,,1.4,90,54,2.4,-12.3,1014.9,1,1.15,7.3,7,Ci,-2.6
108,서울,2013-01-06 13:00,-2.8,,1.2,180,41,2,-14.2,1014.7,1,1.3,7.2,6,Ci,-1.9
108,서울,2013-01-06 14:00,-2.4,,3.3,230,50,2.6,-11.4,1014.6,1,1.29,7.2,6,Ci,-1.5
108,서울,2013-01-06 15:00,-2,,3.1,250,41,2.2,-13.5,1014.6,1,1.26,7.2,2,Ci,-1.1
108,서울,2013-01-06 16:00,-2.3,,3.2,250,32,1.6,-16.8,1014.5,1,.88,7.1,1,Ci,-1.1
108,서울,2013-01-06 17:00,-3.7,,3.8,290,31,1.4,-18.4,1014.7,1,.39,7.1,0,,-1.4
108,서울,2013-01-06 18:00,-4.7,,1.5,340,37,1.6,-17.2,1014.8,.2,.03,7.1,0,,-1.8
108,서울,2013-01-06 19:00,-5.4,,1.9,290,43,1.8,-16,1014.7,,,7.1,,,-2.1
108,서울,2013-01-06 20:00,-5.8,,2.1,290,47,1.9,-15.3,1015,,,7.1,,,-2.6
108,서울,2013-01-06 21:00,-6.2,,2.2,290,52,2,-14.4,1015.3,,,7.1,0,,-2.8
108,서울,2013-01-06 22:00,-6.8,,.7,140,58,2.1,-13.6,1014.3,,,7.1,,,-3
108,서울,2013-01-06 23:00,-6.9,,1,270,55,2,-14.4,1014.9,,,7.1,,,-3.5
108,서울,2013-01-07 00:00,-7.1,,2.2,270,58,2.1,-13.9,1015.8,,,7.1,0,,-3.7
108,서울,2013-01-07 01:00,-7.4,,1.7,290,59,2.1,-14,1014.9,,,7.1,,,-3.8
108,서울,2013-01-07 02:00,-8,,2,50,60,2,-14.4,1014.3,,,7.1,,,-3.9
108,서울,2013-01-07 03:00,-8.3,,.9,360,61,2,-14.4,1014.5,,,7.1,5,Ci,-4.1
108,서울,2013-01-07 04:00,-8.7,,2,290,63,2,-14.4,1014.9,,,7.1,6,Ci,-4.2
108,서울,2013-01-07 05:00,-8.7,,1.6,270,61,1.9,-14.8,1014.9,,,7.1,6,Ci,-4.2
108,서울,2013-01-07 06:00,-8.7,,2,50,67,2.1,-13.7,1014.7,,,7.1,7,Ci,-4.2
108,서울,2013-01-07 07:00,-8.2,,1.1,290,65,2.1,-13.6,1015.7,,,7.1,7,Ci,-4.1
108,서울,2013-01-07 08:00,-8.3,,1.5,270,65,2.1,-13.7,1016.1,0,0,7.1,9,Ci,-4
108,서울,2013-01-07 09:00,-7.6,,1.1,20,62,2.1,-13.6,1016.1,0,.12,7.1,9,Ci,-3.9
108,서울,2013-01-07 10:00,-6.2,,2.5,50,60,2.3,-12.7,1015.7,.2,.43,7.1,7,ScCi,-3.4
108,서울,2013-01-07 11:00,-4.7,,2.4,70,46,2,-14.5,1015.1,1,1.12,7.1,4,Ci,-2.7
108,서울,2013-01-07 12:00,-2.8,,1.3,140,34,1.7,-16.5,1014.5,1,1.38,7.1,6,Ci,-1.9
108,서울,2013-01-07 13:00,-1.2,,2,200,42,2.3,-12.5,1013.2,1,1.47,7,6,Ci,-1.2
108,서울,2013-01-07 14:00,0,,3,230,38,2.3,-12.6,1013.3,1,1.43,6.9,7,Ci,-.8
108,서울,2013-01-07 15:00,-1.3,,3,290,40,2.2,-13.1,1013.7,.6,.93,6.9,8,ScCi,-.7
108,서울,2013-01-07 16:00,-1.6,,3.3,290,44,2.4,-12.2,1013.2,.8,.69,6.9,8,ScCi,-.7
108,서울,2013-01-07 17:00,-2.4,,3.1,270,49,2.5,-11.6,1013.6,.2,.22,6.9,8,AcCi,-.9
108,서울,2013-01-07 18:00,-3,,1.6,270,49,2.4,-12.2,1014,0,.01,6.9,8,AcCi,-1.1
108,서울,2013-01-07 19:00,-3.4,,1.3,290,49,2.3,-12.6,1014.2,,,6.9,,,-1.5
108,서울,2013-01-07 20:00,-3.7,,2.1,290,50,2.3,-12.6,1014.4,,,6.9,,,-1.7
108,서울,2013-01-07 21:00,-4,,1.6,290,49,2.2,-13.1,1014.2,,,6.9,6,Ci,-1.9
108,서울,2013-01-07 22:00,-4.5,,.4,0,61,2.7,-10.8,1014,,,6.9,,,-2.2
108,서울,2013-01-07 23:00,-4.9,,.8,20,68,2.9,-9.9,1014.4,,,6.9,,,-2.6
108,서울,2013-01-08 00:00,-5.1,,1.3,20,67,2.8,-10.2,1014.3,,,6.9,4,Ci,-2.9
108,서울,2013-01-08 01:00,-5.5,,.8,70,66,2.7,-10.8,1013.9,,,6.9,,,-3.1
108,서울,2013-01-08 02:00,-5.5,,.2,0,63,2.6,-11.4,1014.4,,,6.9,,,-3.3
108,서울,2013-01-08 03:00,-5.8,,.9,270,69,2.8,-10.5,1014.7,,,6.9,4,Ci,-3.5
108,서울,2013-01-08 04:00,-6.2,,1.5,20,74,2.9,-10,1014.9,,,6.9,7,Ci,-3.7
108,서울,2013-01-08 05:00,-6,,.6,20,66,2.6,-11.3,1014.5,,,6.9,7,Ci,-3.6
108,서울,2013-01-08 06:00,-6.2,,.5,20,70,2.7,-10.7,1014.5,,,6.9,7,Ci,-3.7
108,서울,2013-01-08 07:00,-6.6,,1.6,20,73,2.7,-10.6,1015,,,6.9,6,Ci,-3.8
108,서울,2013-01-08 08:00,-6.6,,1.2,20,74,2.8,-10.4,1015.3,0,0,6.9,7,Ci,-3.8
108,서울,2013-01-08 09:00,-6.1,,1,20,69,2.7,-10.8,1016.2,.2,.2,6.9,6,Ci,-3.7
108,서울,2013-01-08 10:00,-4.5,,.8,270,63,2.8,-10.4,1016.4,.9,.5,6.9,4,Ci,-3.3
108,서울,2013-01-08 11:00,-3.3,,2.7,290,60,2.9,-9.9,1016.5,1,1.05,6.9,3,Ci,-2.6
108,서울,2013-01-08 12:00,-2.7,,3.1,290,55,2.8,-10.5,1015.5,1,1.43,6.7,0,,-1.7
108,서울,2013-01-08 13:00,-2.1,,3.8,290,42,2.2,-13.3,1014.4,1,1.49,6.6,0,,-1.2
108,서울,2013-01-08 14:00,-1.9,,4.1,320,29,1.5,-17.6,1014,1,1.51,6.5,0,,-.9
108,서울,2013-01-08 15:00,-.7,,2.8,290,32,1.9,-15.3,1014.5,1,1.24,6.4,0,,-.7
108,서울,2013-01-08 16:00,-1.5,,2.5,290,37,2,-14.3,1014.2,1,.8,6.4,0,,-.8
108,서울,2013-01-08 17:00,-2.6,,3.3,290,42,2.1,-13.7,1014.2,.9,.31,6.4,3,Ci,-1.1
108,서울,2013-01-08 18:00,-3.4,,3.5,290,40,1.9,-15,1014.1,0,.02,6.4,2,Ci,-1.5
108,서울,2013-01-08 19:00,-4.1,,3,270,46,2.1,-14,1013.9,,,6.4,,,-1.8
108,서울,2013-01-08 20:00,-4.6,,2.8,270,50,2.2,-13.4,1014,,,6.4,,,-2.1
108,서울,2013-01-08 21:00,-5.3,,3.1,250,47,1.9,-14.8,1015,,,6.4,0,,-2.4
108,서울,2013-01-08 22:00,-6,,1.4,250,44,1.7,-16.3,1014.8,,,6.4,,,-2.6
108,서울,2013-01-08 23:00,-6.4,,2.6,270,43,1.6,-16.9,1015.4,,,6.4,,,-2.9
108,서울,2013-01-09 00:00,-6.8,,3.3,270,45,1.7,-16.7,1015.8,,,6.4,0,,-3.1
108,서울,2013-01-09 01:00,-7.5,,3,270,50,1.7,-16.1,1016.2,,,6.4,,,-3.4
108,서울,2013-01-09 02:00,-8.3,,2.2,290,48,1.6,-17.3,1016.4,,,6.4,,,-3.7
108,서울,2013-01-09 03:00,-8.7,,3.3,270,50,1.6,-17.2,1016.4,,,6.4,0,,-3.9
108,서울,2013-01-09 04:00,-8.9,,2.9,250,51,1.6,-17.2,1016.2,,,6.4,0,,-4.1
108,서울,2013-01-09 05:00,-9.3,,2,270,53,1.6,-17.1,1016.2,,,6.4,0,,-4.3
108,서울,2013-01-09 06:00,-9.7,,.5,320,51,1.5,-17.9,1016,,,6.4,0,,-4.5
108,서울,2013-01-09 07:00,-10.1,,1,320,52,1.5,-18.1,1016.4,,,6.4,0,,-4.8
108,서울,2013-01-09 08:00,-10.2,,1.4,320,46,1.3,-19.6,1016.4,0,0,6.4,0,,-5.1
108,서울,2013-01-09 09:00,-9.9,,3.8,320,40,1.2,-20.9,1016.7,1,.27,6.4,0,,-5.1
108,서울,2013-01-09 10:00,-9.6,,4,290,37,1.1,-21.6,1017.4,1,.81,6.4,0,,-4.7
108,서울,2013-01-09 11:00,-8.9,,3.8,320,35,1.1,-21.6,1017.5,1,1.25,6.4,0,,-4
108,서울,2013-01-09 12:00,-8.1,,4.3,320,29,1,-23,1016.5,1,1.59,6.4,0,,-3.2
108,서울,2013-01-09 13:00,-7.6,,3.7,290,31,1.1,-21.8,1015.7,1,1.72,6.4,0,,-2.4
108,서울,2013-01-09 14:00,-7.6,,4,290,32,1.1,-21.4,1015.3,1,1.65,6.3,0,,-2.1
108,서울,2013-01-09 15:00,-6.7,,3.4,270,31,1.1,-21,1015.4,1,1.38,6.3,0,,-1.8
108,서울,2013-01-09 16:00,-7.2,,4,320,30,1.1,-21.8,1015.5,1,.93,6.3,0,,-2.2
108,서울,2013-01-09 17:00,-7.7,,3,320,30,1,-22.3,1015.8,1,.44,6.2,0,,-2.7
108,서울,2013-01-09 18:00,-8.6,,4,270,33,1.1,-22,1016.1,.3,.03,6.2,0,,-3.3
108,서울,2013-01-09 19:00,-9,,3.8,290,36,1.1,-21.3,1016.5,,,6.2,,,-3.7
108,서울,2013-01-09 20:00,-9.3,,3.7,270,39,1.2,-20.7,1016.8,,,6.2,,,-4.1
108,서울,2013-01-09 21:00,-9.5,,3.7,270,39,1.2,-20.9,1017.1,,,6.2,0,,-4.4
108,서울,2013-01-09 22:00,-9.9,,.9,290,44,1.3,-19.8,1017.4,,,6.2,,,-4.7
108,서울,2013-01-09 23:00,-10.4,,2.3,290,44,1.2,-20.3,1017.7,,,6.2,,,-5
108,서울,2013-01-10 00:00,-10.5,,1.8,360,35,1,-23,1017.5,,,6.2,0,,-5.4
108,서울,2013-01-10 01:00,-10.9,,2.4,290,37,1,-22.7,1017.8,,,6.2,,,-5.6
108,서울,2013-01-10 02:00,-11.3,,2.4,270,44,1.1,-21.1,1018.1,,,6.2,,,-5.7
108,서울,2013-01-10 03:00,-11.6,,2.8,290,48,1.2,-20.4,1018.6,,,6.2,0,,-5.9
108,서울,2013-01-10 04:00,-12.1,,2.6,290,50,1.2,-20.4,1018.2,,,6.2,0,,-6
108,서울,2013-01-10 05:00,-12.1,,2.8,290,49,1.2,-20.6,1018.2,,,6.2,0,,-6.1
108,서울,2013-01-10 06:00,-12.2,,2.5,290,50,1.2,-20.5,1018.5,,,6.2,0,,-6.2
108,서울,2013-01-10 07:00,-12,,2.6,290,52,1.3,-19.8,1019.2,,,6.2,0,,-6.3
108,서울,2013-01-10 08:00,-12.1,,2.9,290,56,1.4,-19.1,1019.6,0,0,6.2,0,,-6.3
108,서울,2013-01-10 09:00,-11.5,,2.1,290,47,1.2,-20.5,1020.3,1,.26,6.2,0,,-6.1
108,서울,2013-01-10 10:00,-9.8,,3,290,34,1,-22.7,1020.8,1,.82,6.2,0,,-5.5
108,서울,2013-01-10 11:00,-8.2,,3.3,270,29,1,-23.1,1020.9,1,1.27,6.2,0,,-4.2
108,서울,2013-01-10 12:00,-5.6,,2.2,70,32,1.3,-19.7,1019.9,1,1.58,6.2,0,,-2.9
108,서울,2013-01-10 13:00,-4.2,,2.6,230,28,1.3,-20,1019.6,1,1.64,6.2,0,,-2
108,서울,2013-01-10 14:00,-4.2,,3.8,270,27,1.2,-20.4,1019.3,1,1.6,6.2,0,,-1.5
108,서울,2013-01-10 15:00,-4.2,,4.2,270,29,1.3,-19.6,1019.7,1,1.32,6.1,0,,-1.4
108,서울,2013-01-10 16:00,-4.2,,2.6,270,28,1.3,-20,1020.4,1,.86,6.1,0,,-1.6
108,서울,2013-01-10 17:00,-5.2,,2.6,290,29,1.2,-20.5,1020.4,1,.36,6.1,0,,-2.2
108,서울,2013-01-10 18:00,-6.2,,2,290,31,1.2,-20.6,1020.6,.1,.03,6.1,0,,-2.8
