지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),운형(운형약어),지면온도(°C)
108,서울,2017-03-30 14:00,16.9,,3.2,270,30,5.8,-.8,1010.3,1,2.46,,6,Ci,37.3
108,서울,2017-03-30 15:00,16.8,,3.5,290,29,5.6,-1.3,1009.7,1,1.95,,8,Ci,32
108,서울,2017-03-30 16:00,16.7,,3.5,290,30,5.7,-.9,1009,1,1.57,,6,Ci,27.5
108,서울,2017-03-30 17:00,15.5,,3.9,270,33,5.8,-.7,1008.8,.4,.86,,9,Cs,20.6
108,서울,2017-03-30 18:00,14.8,,3.1,270,35,5.9,-.5,1008.9,0,.41,,8,Cs,16
108,서울,2017-03-30 19:00,13.2,,2.5,270,47,7.1,2.1,1009.1,0,.1,,,,11.4
108,서울,2017-03-30 20:00,11.7,,1.3,230,59,8.1,3.9,1009.8,,,,,,9.2
108,서울,2017-03-30 21:00,10.6,,1.7,200,62,7.9,3.6,1010.2,,,,8,Ci,8.1
108,서울,2017-03-30 22:00,10.5,,1.4,250,60,7.6,3,1010,,,,,,7.6
108,서울,2017-03-30 23:00,10.8,,.6,250,58,7.5,2.8,1009.7,,,,,,8
108,서울,2017-03-31 00:00,10.8,,1,20,56,7.2,2.3,1009.3,,,,9,Ci,7.4
108,서울,2017-03-31 01:00,10.5,,.5,20,56,7.1,2,1009.4,,,,,,7.5
108,서울,2017-03-31 02:00,10.4,,.7,320,58,7.3,2.4,1009,,,,,,7.6
108,서울,2017-03-31 03:00,10.1,,1.1,20,60,7.4,2.6,1008.8,,,,8,As,7.5
108,서울,2017-03-31 04:00,9.9,,1.9,50,60,7.3,2.4,1008.5,,,,9,As,7.7
108,서울,2017-03-31 05:00,9.9,,3.2,70,55,6.7,1.2,1008.2,,,,10,ScAs,7.9
108,서울,2017-03-31 06:00,9.7,0,2.8,50,59,7.1,2,1008.3,,,,10,ScAs,7.2
108,서울,2017-03-31 07:00,9.6,,2.5,50,57,6.8,1.4,1008.4,0,.02,,10,ScAs,7.6
108,서울,2017-03-31 08:00,9.9,,2.4,90,56,6.8,1.5,1008.6,0,.12,,10,ScAs,9.1
108,서울,2017-03-31 09:00,10.2,.2,2.1,70,63,7.8,3.4,1008.5,0,.4,,10,ScAs,12.3
108,서울,2017-03-31 10:00,11.7,,1.6,90,56,7.6,3.1,1008.4,.1,.92,,9,Sc,18.9
108,서울,2017-03-31 11:00,12.3,,1.7,270,53,7.5,2.9,1008.2,.1,1.02,,9,Sc,17.6
108,서울,2017-03-31 12:00,12,0,1.6,270,53,7.4,2.7,1007.7,0,.46,,10,ScAs,14.3
108,서울,2017-03-31 13:00,9.8,,2.3,290,86,10.4,7.5,1007.6,0,.13,,10,ScAs,10.3
108,서울,2017-03-31 14:00,9.2,,2.3,320,87,10.1,7.1,1007.3,0,.29,,10,ScAs,11.4
108,서울,2017-03-31 15:00,8.3,1.3,4.6,70,89,9.7,6.5,1006.8,0,.26,,10,StNs,10.9
108,서울,2017-03-31 16:00,8,,4.3,50,85,9.1,5.6,1006.5,0,.57,,10,ScAs,10.6
108,서울,2017-03-31 17:00,7.6,,2.6,50,84,8.7,5,1006.5,0,.32,,10,ScAs,9.7
108,서울,2017-03-31 18:00,7.7,0,2.6,50,82,8.6,4.8,1006.8,0,.25,,9,Sc,9
108,서울,2017-03-31 19:00,6.9,,2.8,70,79,7.8,3.5,1006.8,0,.09,,,,6
108,서울,2017-03-31 20:00,6.3,,4.1,50,79,7.5,2.9,1007.4,,,,,,4.9
108,서울,2017-03-31 21:00,6.1,,3.4,50,78,7.3,2.5,1007.8,,,,3,Sc,4.6
108,서울,2017-03-31 22:00,5.6,,1.6,20,80,7.3,2.4,1008,,,,,,3.1
108,서울,2017-03-31 23:00,5.3,,2.2,50,79,7,1.9,1008,,,,,,2.7
108,서울,2017-04-01 00:00,4.9,,1.5,20,81,7,1.9,1007.8,,,,6,Sc,2.6
108,서울,2017-04-01 01:00,5.1,,1.3,340,77,6.7,1.3,1007.5,,,,,,3.9
108,서울,2017-04-01 02:00,5.7,,.8,360,74,6.8,1.4,1007.1,,,,,,4.9
108,서울,2017-04-01 03:00,5.7,,.6,340,77,7,1.9,1006.7,,,,3,Sc,3.1
108,서울,2017-04-01 04:00,5.5,,.5,360,78,7,1.9,1006.4,,,,8,Sc,4.2
108,서울,2017-04-01 05:00,5.6,,1,270,80,7.3,2.4,1006.3,,,,9,Sc,5
108,서울,2017-04-01 06:00,5.6,,.4,0,79,7.2,2.2,1006.1,,,,8,Sc,5
108,서울,2017-04-01 07:00,5.4,,1.9,50,78,7,1.8,1006.3,.1,.07,,1,Sc,3.8
108,서울,2017-04-01 08:00,6.6,,1.7,20,71,6.9,1.7,1006.4,1,.51,,0,,8.7
108,서울,2017-04-01 09:00,8.7,,.6,70,61,6.8,1.5,1006.3,1,1.15,,4,Sc,15.3
108,서울,2017-04-01 10:00,9.3,,2.3,270,60,7,1.9,1006.5,.8,1.17,,6,Sc,14.8
108,서울,2017-04-01 11:00,9.9,,2,340,57,6.9,1.7,1006,.6,1.05,,7,Sc,17.8
108,서울,2017-04-01 12:00,11.7,,4.4,270,51,7,1.8,1005.1,1,2.11,,7,Sc,26.8
108,서울,2017-04-01 13:00,12.9,,2.8,320,39,5.8,-.7,1004.3,1,2.58,,6,Sc,32.2
108,서울,2017-04-01 14:00,13.2,,4.6,270,34,5.2,-2.3,1003.4,.9,1.83,,8,Sc,32.3
108,서울,2017-04-01 15:00,14.8,,3.8,270,29,4.9,-3,1002.9,1,2.72,,7,Sc,34.4
108,서울,2017-04-01 16:00,9.5,1,1.4,340,68,8,3.8,1003.9,.4,.62,,10,ScAs,14.5
108,서울,2017-04-01 17:00,12.1,0,.9,180,46,6.5,.8,1003.1,1,1.22,,5,Sc,16.9
108,서울,2017-04-01 18:00,11.7,,2.6,250,51,7,1.8,1003.3,1,.66,,5,Sc,10.6
108,서울,2017-04-01 19:00,10.2,,2.3,270,47,5.8,-.6,1003.9,.5,.17,,,,7.7
108,서울,2017-04-01 20:00,9.2,,2.3,250,48,5.6,-1.2,1004.4,,,,,,6.6
108,서울,2017-04-01 21:00,8.4,,3.5,50,60,6.6,1,1006.1,,,,3,Sc,5.6
108,서울,2017-04-01 22:00,7.3,,3.3,70,66,6.7,1.3,1006.7,,,,,,4.3
108,서울,2017-04-01 23:00,5.9,,2,50,74,6.9,1.6,1006.9,,,,,,3.2
108,서울,2017-04-02 00:00,5.3,,2.3,50,76,6.8,1.4,1007.2,,,,1,,3.2
108,서울,2017-04-02 01:00,4.9,,1,360,78,6.7,1.3,1007.2,,,,,,1.9
108,서울,2017-04-02 02:00,4.6,,.3,0,76,6.4,.7,1007.2,,,,,,.8
108,서울,2017-04-02 03:00,4.2,,1.1,270,77,6.3,.5,1006.9,,,,0,,.4
108,서울,2017-04-02 04:00,4,,.3,0,78,6.3,.5,1007,,,,0,,.2
108,서울,2017-04-02 05:00,3.3,,1.2,50,83,6.4,.6,1007.6,,,,0,,-.2
108,서울,2017-04-02 06:00,3.1,,.4,0,83,6.3,.4,1007.9,,,,0,,-.3
108,서울,2017-04-02 07:00,3.2,,.4,0,83,6.3,.5,1008.4,.2,.09,,0,,.5
108,서울,2017-04-02 08:00,4.9,,2,50,74,6.4,.6,1008.5,1,.53,,0,,7.1
108,서울,2017-04-02 09:00,7.7,,.5,70,65,6.8,1.5,1008.9,1,1.17,,0,,14.2
108,서울,2017-04-02 10:00,10.1,,1.5,160,59,7.3,2.4,1009.1,1,1.75,,0,,21.1
108,서울,2017-04-02 11:00,12.3,,2,230,41,5.9,-.5,1009.3,1,2.2,,1,Ci,27.3
108,서울,2017-04-02 12:00,13.5,,3.2,270,32,4.9,-2.9,1008.9,1,2.57,,0,,32.7
108,서울,2017-04-02 13:00,14.2,,3.1,290,27,4.4,-4.5,1008.1,1,2.68,,1,Sc,34.2
108,서울,2017-04-02 14:00,15,,5,250,29,4.9,-2.9,1007.6,1,2.63,,1,Sc,35
108,서울,2017-04-02 15:00,15.1,,4.2,250,26,4.5,-4.2,1007.2,1,2.32,,0,,32.2
108,서울,2017-04-02 16:00,15.5,,3.8,230,26,4.6,-3.9,1006.5,1,1.84,,2,Ci,27.3
108,서울,2017-04-02 17:00,14.2,,3.6,230,33,5.4,-1.8,1006.8,1,.98,,8,Ci,20.4
108,서울,2017-04-02 18:00,12.7,,3.5,230,34,5,-2.7,1007.1,1,.56,,7,Ci,13.8
108,서울,2017-04-02 19:00,10.7,,3.8,250,38,4.9,-3,1007.4,.4,.12,,,,9.5
108,서울,2017-04-02 20:00,9.5,,2.2,250,46,5.5,-1.5,1007.8,,,,,,7.2
108,서울,2017-04-02 21:00,8.6,,1.7,250,52,5.8,-.7,1008.5,,,,0,,5.6
108,서울,2017-04-02 22:00,8.1,,2.7,250,54,5.8,-.6,1008.8,,,,,,5
108,서울,2017-04-02 23:00,7.5,,1.2,250,56,5.8,-.7,1009.1,,,,,,3.6
108,서울,2017-04-03 00:00,7.1,,1.8,200,56,5.6,-1.1,1009.5,,,,0,,3
108,서울,2017-04-03 01:00,6.4,,.9,270,58,5.6,-1.2,1009.5,,,,,,2.1
108,서울,2017-04-03 02:00,6,,1.6,250,57,5.4,-1.8,1009.8,,,,,,1.5
108,서울,2017-04-03 03:00,5.5,,.6,230,56,5.1,-2.5,1010.1,,,,0,,.7
108,서울,2017-04-03 04:00,5,,.3,0,59,5.2,-2.3,1010.3,,,,0,,.1
108,서울,2017-04-03 05:00,4.9,,1.5,200,67,5.8,-.7,1010.7,,,,0,,.3
108,서울,2017-04-03 06:00,4.4,,.6,200,71,5.9,-.4,1011.5,,,,0,,-.4
108,서울,2017-04-03 07:00,4.5,,.1,0,73,6.1,0,1012.2,.2,.09,,0,,1.3
108,서울,2017-04-03 08:00,6.4,,.6,20,62,6,-.3,1012.6,1,.51,,0,,8.1
108,서울,2017-04-03 09:00,9.2,,1.9,180,55,6.4,.6,1013.1,1,1.13,,0,,16.4
108,서울,2017-04-03 10:00,11.7,,2,200,47,6.4,.7,1013.6,1,1.74,,0,,25
108,서울,2017-04-03 11:00,13.8,,2.8,200,42,6.6,1,1013.5,1,2.23,,0,,31.5
108,서울,2017-04-03 12:00,15.7,,3.3,180,37,6.6,1,1013,1,2.57,,0,,36.8
108,서울,2017-04-03 13:00,17.5,,3.5,230,30,6,-.2,1012.6,1,2.73,,0,,39.2
108,서울,2017-04-03 14:00,18.5,,4.1,230,24,5.1,-2.4,1012.1,1,2.61,,0,,38.7
108,서울,2017-04-03 15:00,19,,3.2,230,22,4.8,-3.2,1011.5,1,2.42,,0,,36.8
108,서울,2017-04-03 16:00,18.2,,4.6,200,28,5.8,-.6,1011.3,1,1.92,,0,,30.9
108,서울,2017-04-03 17:00,18,,2.8,230,29,6,-.3,1011.1,1,1.33,,0,,25.3
108,서울,2017-04-03 18:00,16.2,,3.5,250,31,5.7,-.9,1011.5,1,.67,,0,,16.1
108,서울,2017-04-03 19:00,14,,2.9,250,35,5.6,-1.2,1011.5,.5,.15,,,,11.7
108,서울,2017-04-03 20:00,12.8,,2.8,250,34,5,-2.6,1012.2,,,,,,9.5
108,서울,2017-04-03 21:00,11.7,,1.6,250,41,5.6,-1.1,1012.5,,,,0,,7.9
108,서울,2017-04-03 22:00,10.9,,1.6,270,45,5.9,-.5,1013.3,,,,,,6.8
108,서울,2017-04-03 23:00,10,,.5,250,50,6.1,0,1014,,,,,,5.2
108,서울,2017-04-04 00:00,9.5,,.5,290,52,6.2,.1,1013.9,,,,0,,4.5
108,서울,2017-04-04 01:00,8.9,,.9,250,52,5.9,-.4,1014.2,,,,,,3.7
108,서울,2017-04-04 02:00,8.5,,1.1,70,54,6,-.2,1013.6,,,,,,3.4
108,서울,2017-04-04 03:00,8,,1.5,20,53,5.7,-1,1013.7,,,,0,,2.6
108,서울,2017-04-04 04:00,7.4,,1.8,20,57,5.9,-.5,1013.7,,,,0,,2.2
108,서울,2017-04-04 05:00,7.2,,.6,20,55,5.6,-1.2,1013.8,,,,0,,1.7
108,서울,2017-04-04 06:00,7,,1,20,57,5.7,-.9,1014.3,,,,0,,1.4
108,서울,2017-04-04 07:00,6.7,,2.1,20,58,5.7,-.9,1014.6,0,.09,,0,,3.3
108,서울,2017-04-04 08:00,8.8,,1.8,70,44,5,-2.8,1015.1,.9,.51,,0,,10.2
108,서울,2017-04-04 09:00,11.7,,1,50,34,4.7,-3.6,1015.3,1,1.07,,2,Ci,18.9
108,서울,2017-04-04 10:00,15.1,,1.6,140,27,4.6,-3.7,1015.2,1,1.63,,2,Ci,26.9
108,서울,2017-04-04 11:00,16.9,,1.2,140,29,5.6,-1.2,1014.8,1,2.05,,2,Ci,33.8
108,서울,2017-04-04 12:00,19,,1.9,200,28,6.1,0,1014.2,1,2.46,,4,Ci,38.6
108,서울,2017-04-04 13:00,20.4,,2,230,25,6,-.3,1013.4,1,2.44,,6,Ci,38.2
108,서울,2017-04-04 14:00,21.3,,3.8,250,21,5.3,-1.9,1012.4,1,2.36,,7,Ci,40.7
108,서울,2017-04-04 15:00,21.4,,3.8,230,21,5.4,-1.8,1011.8,1,2.04,,7,Ci,36.7
108,서울,2017-04-04 16:00,20.8,,3.2,270,22,5.4,-1.7,1011.7,1,1.76,,6,Ci,32.5
108,서울,2017-04-04 17:00,19.5,,3.7,270,23,5.2,-2.2,1011.9,1,1.21,,1,Ci,25.9
108,서울,2017-04-04 18:00,17.7,,4.1,270,25,5,-2.6,1011.7,1,.64,,1,Ci,17.3
108,서울,2017-04-04 19:00,15.6,,3.2,250,30,5.3,-1.9,1011.8,0,.06,,,,14
108,서울,2017-04-04 20:00,14.7,,1.6,290,31,5.2,-2.2,1012.1,,,,,,12.6
108,서울,2017-04-04 21:00,14.3,,1.7,290,35,5.7,-.9,1012.4,,,,9,Ci,11.9
108,서울,2017-04-04 22:00,14,,1.6,340,33,5.3,-2,1012,,,,,,11.4
108,서울,2017-04-04 23:00,13.6,,1.5,180,29,4.5,-4.1,1011.6,,,,,,10.7
108,서울,2017-04-05 00:00,13.3,,.8,270,29,4.4,-4.3,1011.3,,,,9,Ci,10.1
108,서울,2017-04-05 01:00,13.2,,2.4,250,29,4.4,-4.4,1011,,,,,,10
108,서울,2017-04-05 02:00,12.8,,2,250,38,5.6,-1.1,1011.1,,,,,,9.9
108,서울,2017-04-05 03:00,12.3,,1.5,250,36,5.2,-2.3,1010.8,,,,9,Ci,9.4
108,서울,2017-04-05 04:00,11.9,,.6,340,41,5.7,-.9,1010.8,,,,10,As,9.2
108,서울,2017-04-05 05:00,11.5,,.5,50,43,5.8,-.6,1010.4,,,,10,As,9.1
108,서울,2017-04-05 06:00,11.4,0,.8,360,35,4.7,-3.5,1010.7,,,,10,ScAs,9.4
108,서울,2017-04-05 07:00,11.6,0,2,50,37,5,-2.6,1010.6,0,.04,,10,ScAs,10
108,서울,2017-04-05 08:00,11.9,0,.8,360,45,6.2,.3,1010.8,0,.12,,10,ScAs,10.7
108,서울,2017-04-05 09:00,11.9,.2,2.4,50,54,7.5,2.8,1010.3,0,.21,,10,ScAs,11.5
108,서울,2017-04-05 10:00,12.5,,3.6,70,42,6.1,0,1010.2,0,.32,,10,ScAs,12.5
108,서울,2017-04-05 11:00,13.1,0,3.1,70,48,7.2,2.3,1009.8,0,.5,,10,ScAs,14.7
108,서울,2017-04-05 12:00,14,.1,2.8,90,42,6.7,1.2,1008.6,0,.55,,10,ScAs,15
108,서울,2017-04-05 13:00,14.1,.1,3.2,110,50,8,3.8,1007.4,0,.52,,10,StNs,15.4
108,서울,2017-04-05 14:00,13.4,.1,3.7,90,62,9.5,6.2,1006,0,.34,,10,StNs,13.1
108,서울,2017-04-05 15:00,12.4,2,3.8,90,75,10.7,8,1005.1,0,.25,,10,StNs,12
108,서울,2017-04-05 16:00,11.2,4.5,4.2,50,90,11.9,9.6,1003.5,0,.14,,10,StNs,11.4
108,서울,2017-04-05 17:00,10.8,4.5,4.4,70,91,11.7,9.3,1002.8,0,.16,,10,StNs,11.2
108,서울,2017-04-05 18:00,10.8,2.5,3.9,70,92,11.9,9.5,1002.2,0,.11,,10,StNs,11.1
108,서울,2017-04-05 19:00,10.8,4,3,50,94,12.1,9.8,1001.8,0,.03,,10,StNs,10.8
108,서울,2017-04-05 20:00,10.8,2,4.2,70,94,12.1,9.8,1001.6,,,,10,StNs,10.8
108,서울,2017-04-05 21:00,11,2.5,2.9,50,95,12.4,10.2,1001.5,,,,10,StNs,10.9
108,서울,2017-04-05 22:00,11.4,3,1.8,20,98,13.1,11,1001.3,,,,10,StNs,11.2
108,서울,2017-04-05 23:00,11.7,6,.9,360,98,13.4,11.3,1001,,,,10,StNs,11.4
108,서울,2017-04-06 00:00,12.4,6,2.4,230,99,14.2,12.2,1000.6,,,,10,StNs,11.8
108,서울,2017-04-06 01:00,12.1,2,3.3,230,98,13.7,11.7,1000.4,,,,10,StNs,11.8
108,서울,2017-04-06 02:00,11.7,0,3.9,200,98,13.4,11.3,1000.4,,,,10,StNs,11.6
108,서울,2017-04-06 03:00,11,.5,3.4,230,98,12.8,10.6,1000.1,,,,10,StNs,11.2
108,서울,2017-04-06 04:00,10.8,0,3.3,200,98,12.6,10.4,999.9,,,,10,St,11
108,서울,2017-04-06 05:00,10.7,0,2.5,200,99,12.7,10.5,1000,,,,10,St,10.9
108,서울,2017-04-06 06:00,10.5,0,2.9,230,99,12.5,10.3,999.9,,,,10,StNs,10.8
108,서울,2017-04-06 07:00,10,.5,3.5,230,99,12.1,9.8,1000.9,0,.02,,10,St,10.5
108,서울,2017-04-06 08:00,9.7,0,3,230,99,11.9,9.5,1001.7,0,.07,,10,St,10.7
108,서울,2017-04-06 09:00,9.5,0,2.7,200,99,11.7,9.3,1002.1,0,.18,,10,St,11.5
108,서울,2017-04-06 10:00,9.6,0,3.3,200,99,11.8,9.4,1002.5,0,.36,,10,St,12.7
108,서울,2017-04-06 11:00,10.2,,2.8,200,91,11.2,8.7,1002.8,0,.58,,10,St,13.2
108,서울,2017-04-06 12:00,10.3,,1.4,250,89,11.1,8.5,1002.6,0,.27,,10,St,12.6
108,서울,2017-04-06 13:00,11.2,,2.7,230,80,10.6,7.8,1002.3,.1,.72,,9,Sc,17.9
108,서울,2017-04-06 14:00,12,,1.9,230,76,10.6,7.8,1001.6,.1,.87,,9,Sc,16.9
108,서울,2017-04-06 15:00,11.6,,3.2,200,80,10.9,8.2,1001.7,.1,.66,,10,St,14.8
108,서울,2017-04-06 16:00,11.4,,2.3,250,79,10.6,7.8,1001.4,0,.4,,9,Sc,13.7
108,서울,2017-04-06 17:00,10.6,0,3.3,270,83,10.6,7.8,1001.8,0,.22,,10,St,12.3
108,서울,2017-04-06 18:00,10.6,0,.8,230,84,10.7,8,1001.8,0,.22,,9,Sc,12.4
108,서울,2017-04-06 19:00,10.4,,1.7,270,84,10.6,7.8,1002.1,0,.09,,,,11
108,서울,2017-04-06 20:00,10.2,,.5,270,84,10.4,7.6,1002.4,,,,,,10.6
108,서울,2017-04-06 21:00,10.1,,1.7,270,86,10.6,7.8,1003.3,,,,9,Sc,10.2
108,서울,2017-04-06 22:00,10,,2.1,270,86,10.5,7.7,1003.9,,,,,,10
108,서울,2017-04-06 23:00,9.9,,1.4,270,86,10.4,7.6,1003.9,,,,,,9.8
108,서울,2017-04-07 00:00,9.9,,1.3,270,85,10.3,7.4,1004,,,,9,Sc,9.8
108,서울,2017-04-07 01:00,9.7,,2.6,250,86,10.3,7.4,1004.5,,,,,,9.6
108,서울,2017-04-07 02:00,9.4,,.9,250,87,10.2,7.3,1004.5,,,,,,9.3
108,서울,2017-04-07 03:00,9.2,,1.8,250,88,10.2,7.3,1004,,,,9,Sc,9.1
108,서울,2017-04-07 04:00,9,,1.9,270,90,10.3,7.4,1004,,,,9,Sc,9.1
108,서울,2017-04-07 05:00,9,,2.1,250,90,10.3,7.4,1004.4,,,,9,Sc,9.1
108,서울,2017-04-07 06:00,9,,2.6,270,90,10.3,7.4,1005,,,,9,Sc,9
108,서울,2017-04-07 07:00,9.2,,.8,90,90,10.4,7.6,1005.7,0,.07,,9,Sc,9.5
108,서울,2017-04-07 08:00,9.8,,.3,0,83,10,7,1005.5,0,.3,,10,St,11.9
108,서울,2017-04-07 09:00,11.5,,2.7,50,75,10.2,7.2,1005.8,.2,.68,,9,Sc,14.2
108,서울,2017-04-07 10:00,14.5,,2.2,90,61,10,7,1005.2,.7,1.42,,7,Sc,20.7
108,서울,2017-04-07 11:00,16.2,,2.9,70,57,10.4,7.6,1005,1,2.1,,4,Ci,25.5
108,서울,2017-04-07 12:00,17.7,,2.4,20,50,10.1,7.1,1004.4,1,2.53,,6,Ci,29.7
108,서울,2017-04-07 13:00,19.1,,1.7,290,44,9.7,6.5,1003.8,1,2.69,,7,Ci,31.7
108,서울,2017-04-07 14:00,21.3,,1.3,290,36,9.1,5.6,1002.9,1,2.45,,2,Ci,32.7
108,서울,2017-04-07 15:00,22.8,,1.1,110,37,10.2,7.3,1002.2,1,2.35,,3,Ci,31.3
108,서울,2017-04-07 16:00,23,,2.5,200,40,11.2,8.6,1001.4,1,1.84,,2,Ci,28.2
108,서울,2017-04-07 17:00,20.9,,4.2,270,51,12.5,10.3,1001.3,1,1.24,,1,Ci,23.1
108,서울,2017-04-07 18:00,19.4,,3.1,250,55,12.4,10.1,1001.8,1,.61,,2,Ci,17.9
108,서울,2017-04-07 19:00,16.9,,3.5,270,64,12.3,10,1001.6,.1,.11,,,,14.6
108,서울,2017-04-07 20:00,15.2,,1.3,230,68,11.7,9.3,1002,,,,,,12.7
108,서울,2017-04-07 21:00,14.3,,1.7,230,72,11.7,9.3,1002.7,,,,8,Ci,11.6
108,서울,2017-04-07 22:00,13.3,,1.4,230,76,11.6,9.1,1003.1,,,,,,10.8
108,서울,2017-04-07 23:00,12.8,,1.8,200,79,11.6,9.2,1003.2,,,,,,10.3
108,서울,2017-04-08 00:00,12.3,,1.2,270,78,11.1,8.5,1003.2,,,,8,Ci,9.6
108,서울,2017-04-08 01:00,11.9,,1.8,250,78,10.8,8.1,1003.2,,,,,,9.1
108,서울,2017-04-08 02:00,11.3,,2,250,78,10.4,7.5,1003.3,,,,,,8.7
108,서울,2017-04-08 03:00,10.6,,1.8,250,80,10.2,7.2,1003.2,,,,9,Ci,8.2
108,서울,2017-04-08 04:00,9.9,,1.1,230,82,9.9,6.9,1003.2,,,,9,Ci,7.5
108,서울,2017-04-08 05:00,9.4,,2.5,250,85,9.9,6.9,1003,,,,9,Ci,7.2
108,서울,2017-04-08 06:00,9.1,,1.8,250,87,10,7,1003.1,,,,7,ScCi,7.1
108,서울,2017-04-08 07:00,8.6,,2,250,89,9.9,6.8,1003.7,0,.09,,7,StCi,7.7
108,서울,2017-04-08 08:00,9.1,,1.3,230,88,10.2,7.2,1003.9,0,.39,,8,St,11.1
108,서울,2017-04-08 09:00,10.2,,2.6,270,84,10.4,7.6,1004.1,0,.82,,8,St,15
108,서울,2017-04-08 10:00,12,,2.1,230,76,10.6,7.8,1003.7,.8,1.54,,6,ScCi,21.8
108,서울,2017-04-08 11:00,14.7,,2.3,200,65,10.8,8.1,1003.4,1,2.07,,7,Ci,25.6
108,서울,2017-04-08 12:00,15.8,,2.5,270,61,10.9,8.2,1002.9,1,2.02,,6,Ci,27.8
108,서울,2017-04-08 13:00,17.8,,2.7,200,56,11.3,8.8,1002.1,1,2.5,,7,Ci,29.9
108,서울,2017-04-08 14:00,18.6,,2.8,250,54,11.5,9,1001.5,1,2.14,,7,Cc,30.7
108,서울,2017-04-08 15:00,19.4,,3.4,270,50,11.2,8.6,1000.6,1,2.24,,9,Ci,30.6
108,서울,2017-04-08 16:00,19.5,,2.6,250,54,12.2,9.9,1000,1,1.56,,9,Ci,27.3
108,서울,2017-04-08 17:00,16.9,,2.4,270,64,12.3,10,1000.1,.1,.43,,9,ScCi,20.7
108,서울,2017-04-08 18:00,15.2,,3.7,270,70,12,9.7,1000.4,0,.39,,9,Ci,17.5
108,서울,2017-04-08 19:00,13.5,,3.3,250,76,11.7,9.3,1000.5,0,.12,,,,14.2
108,서울,2017-04-08 20:00,13,,2.7,200,76,11.3,8.8,1000.6,0,0,,,,12.9
108,서울,2017-04-08 21:00,12.5,,4,270,76,10.9,8.3,1001.3,,,,8,Ci,12.1
108,서울,2017-04-08 22:00,12.1,,3.5,250,76,10.6,7.9,1001.9,,,,,,11.8
108,서울,2017-04-08 23:00,11.4,.2,2.8,250,84,11.2,8.7,1002.5,,,,10,ScAs,11.3
108,서울,2017-04-09 00:00,11.3,.3,4.3,290,88,11.7,9.3,1002.3,,,,10,ScAs,11.1
108,서울,2017-04-09 01:00,11.4,.1,.9,250,89,11.9,9.6,1002.2,,,,10,ScAs,11.3
108,서울,2017-04-09 02:00,11.6,.4,0,0,90,12.3,10,1002,,,,10,StNs,11.4
108,서울,2017-04-09 03:00,11.7,0,.6,70,91,12.4,10.2,1001.9,,,,10,ScAs,11.3
108,서울,2017-04-09 04:00,11.9,0,2.1,290,90,12.5,10.3,1001.5,,,,8,ScAs,10.8
108,서울,2017-04-09 05:00,11.1,0,2,250,92,12.1,9.8,1001.9,,,,2,Sc,9.4
108,서울,2017-04-09 06:00,10.7,,1.3,250,93,11.9,9.6,1002.7,,,,10,St,9.6
108,서울,2017-04-09 07:00,10.7,,1.2,250,92,11.8,9.4,1003.1,0,.11,,10,St,10.1
108,서울,2017-04-09 08:00,11.3,,1.4,270,90,12,9.7,1003.8,0,.45,,4,St,13.1
108,서울,2017-04-09 09:00,12.8,,1.8,70,81,11.9,9.6,1004.1,.1,.68,,5,Sc,16.9
108,서울,2017-04-09 10:00,14.7,,3.6,50,76,12.7,10.5,1004.1,.8,1.23,,5,ScCi,20.1
108,서울,2017-04-09 11:00,17.1,,5.6,50,52,10.1,7.1,1003.8,1,2.14,,7,ScCi,24.5
108,서울,2017-04-09 12:00,18.3,,4.4,70,46,9.6,6.4,1003.8,.8,2.14,,6,Sc,28.4
108,서울,2017-04-09 13:00,19.5,,4.2,70,38,8.5,4.7,1003.8,1,2.39,,6,Sc,30.5
108,서울,2017-04-09 14:00,20,,4,90,39,9.1,5.6,1003.6,1,2.49,,7,ScCi,30.2
108,서울,2017-04-09 15:00,20.5,,4.2,70,36,8.7,4.9,1003.6,1,2.39,,7,ScCi,29.9
108,서울,2017-04-09 16:00,19.6,,4,70,37,8.4,4.4,1003.7,1,1.55,,8,ScCi,25.2
108,서울,2017-04-09 17:00,18.2,,3.8,70,39,8.1,4,1003.5,0,.79,,9,ScCi,20.8
108,서울,2017-04-09 18:00,17.3,,2.6,90,40,7.8,3.5,1003.4,0,.48,,9,Ci,17.5
108,서울,2017-04-09 19:00,15.9,,3.5,140,43,7.7,3.3,1004,0,.12,,,,14.3
108,서울,2017-04-09 20:00,14.8,,3.7,90,44,7.4,2.6,1004.2,0,0,,,,12.6
108,서울,2017-04-09 21:00,14.2,,3.2,110,44,7.1,2.1,1005,,,,8,Ci,11.5
108,서울,2017-04-09 22:00,13.9,,3.3,110,43,6.8,1.5,1005.2,,,,,,10.8
108,서울,2017-04-09 23:00,13.5,,3.8,90,46,7.1,2,1005.8,,,,,,10.5
108,서울,2017-04-10 00:00,13.1,,2.5,90,46,6.9,1.7,1006.2,,,,9,Ci,10.2
108,서울,2017-04-10 01:00,12.7,,2.5,140,45,6.6,1,1006.5,,,,,,9.7
108,서울,2017-04-10 02:00,12.2,,2.9,90,41,5.8,-.6,1006.2,,,,,,9
108,서울,2017-04-10 03:00,11.7,,2.4,70,40,5.5,-1.4,1005.8,,,,10,As,8.9
